Name,StudyHours,Attendance,Result,ResultNumeric,TotalMarks
Student_5657,6.76,63.72,Pass,1,94.47
Student_5658,8.59,98.99,Pass,1,100.0
Student_5659,9.63,54.69,Pass,1,100.0
Student_5660,6.28,62.58,Pass,1,87.22
Student_5661,1.84,58.07,Pass,1,45.26
Student_5662,1.06,46.58,Fail,0,28.75
Student_5663,8.13,69.39,Pass,1,97.35
Student_5664,5.79,62.72,Pass,1,90.51
Student_5665,6.18,81.69,Pass,1,96.17
Student_5666,7.81,89.06,Pass,1,100.0
Student_5667,7.03,72.65,Pass,1,100.0
Student_5668,8.34,41.93,Pass,1,89.06
Student_5669,0.56,77.14,Pass,1,47.63
Student_5670,7.48,43.32,Pass,1,85.17
Student_5671,8.51,76.98,Pass,1,100.0
Student_5672,2.86,81.1,Pass,1,80.98
Student_5673,6.4,51.87,Pass,1,90.15
Student_5674,3.14,89.16,Pass,1,81.72
Student_5675,9.58,94.67,Pass,1,100.0
Student_5676,0.33,88.79,Pass,1,55.02
Student_5677,5.8,58.31,Pass,1,82.88
Student_5678,1.67,75.2,Pass,1,56.97
Student_5679,7.12,94.89,Pass,1,100.0
Student_5680,1.76,59.24,Pass,1,55.64
Student_5681,2.35,89.2,Pass,1,74.98
Student_5682,4.94,40.57,Pass,1,63.95
Student_5683,9.15,40.22,Pass,1,97.32
Student_5684,2.12,85.58,Pass,1,60.78
Student_5685,1.44,85.69,Pass,1,58.05
Student_5686,7.59,87.34,Pass,1,100.0
Student_5687,5.01,95.8,Pass,1,94.91
Student_5688,9.12,47.07,Pass,1,100.0
Student_5689,1.47,53.92,Pass,1,43.59
Student_5690,6.46,94.22,Pass,1,100.0
Student_5691,2.33,50.63,Pass,1,44.18
Student_5692,1.57,80.93,Pass,1,53.06
Student_5693,6.83,71.83,Pass,1,97.01
Student_5694,5.94,44.99,Pass,1,77.61
Student_5695,7.55,57.12,Pass,1,86.45
Student_5696,3.09,71.22,Pass,1,67.33
Student_5697,4.48,91.14,Pass,1,91.93
Student_5698,4.05,82.45,Pass,1,76.92
Student_5699,9.84,77.31,Pass,1,100.0
Student_5700,2.92,69.76,Pass,1,63.29
Student_5701,2.95,57.92,Pass,1,57.85
Student_5702,3.55,47.15,Pass,1,55.88
Student_5703,5.65,64.54,Pass,1,75.07
Student_5704,2.52,41.71,Pass,1,50.23
Student_5705,9.15,52.66,Pass,1,100.0
Student_5706,2.66,65.95,Pass,1,59.67
Student_5707,8.96,65.12,Pass,1,100.0
Student_5708,1.03,42.66,Pass,1,41.14
Student_5709,6.57,75.34,Pass,1,92.36
Student_5710,9.07,72.98,Pass,1,100.0
Student_5711,1.69,44.69,Pass,1,47.25
Student_5712,9.68,96.59,Pass,1,100.0
Student_5713,4.53,45.96,Pass,1,67.17
Student_5714,9.46,91.29,Pass,1,100.0
Student_5715,6.77,40.02,Pass,1,76.28
Student_5716,3.02,92.94,Pass,1,79.08
Student_5717,1.88,41.18,Fail,0,35.46
Student_5718,3.04,85.47,Pass,1,67.23
Student_5719,0.93,61.7,Pass,1,41.91
Student_5720,1.44,84.29,Pass,1,68.87
Student_5721,1.05,64.1,Pass,1,47.16
Student_5722,4.23,44.25,Pass,1,67.26
Student_5723,7.96,86.05,Pass,1,100.0
Student_5724,1.41,44.28,Fail,0,34.02
Student_5725,1.3,95.33,Pass,1,73.99
Student_5726,6.43,43.06,Pass,1,78.34
Student_5727,1.97,68.76,Pass,1,61.83
Student_5728,0.98,83.38,Pass,1,52.53
Student_5729,1.67,63.59,Pass,1,56.71
Student_5730,9.24,53.03,Pass,1,100.0
Student_5731,8.21,85.55,Pass,1,100.0
Student_5732,3.54,87.06,Pass,1,76.52
Student_5733,6.56,95.36,Pass,1,100.0
Student_5734,5.37,62.57,Pass,1,83.56
Student_5735,6.77,70.38,Pass,1,97.56
Student_5736,6.83,61.79,Pass,1,94.72
Student_5737,6.29,55.42,Pass,1,88.63
Student_5738,2.66,85.06,Pass,1,69.07
Student_5739,0.39,60.38,Fail,0,33.57
Student_5740,4.56,65.69,Pass,1,75.71
Student_5741,8.91,64.22,Pass,1,100.0
Student_5742,5.69,82.76,Pass,1,99.11
Student_5743,8.32,95.07,Pass,1,100.0
Student_5744,9.92,80.01,Pass,1,100.0
Student_5745,1.64,68.29,Pass,1,60.86
Student_5746,6.92,86.75,Pass,1,100.0
Student_5747,6.74,78.46,Pass,1,100.0
Student_5748,9.8,43.64,Pass,1,100.0
Student_5749,9.86,45.74,Pass,1,100.0
Student_5750,6.87,42.28,Pass,1,78.29
Student_5751,2.44,67.41,Pass,1,67.18
Student_5752,7.99,89.55,Pass,1,100.0
Student_5753,1.07,58.78,Fail,0,37.22
Student_5754,7.81,63.05,Pass,1,100.0
Student_5755,9.1,94.57,Pass,1,100.0
Student_5756,3.83,90.21,Pass,1,84.64
Student_5757,6.31,79.9,Pass,1,100.0
Student_5758,4.3,56.01,Pass,1,71.89
Student_5759,4.38,47.02,Pass,1,58.01
Student_5760,3.1,40.96,Pass,1,46.62
Student_5761,7.62,46.42,Pass,1,89.94
Student_5762,9.36,57.56,Pass,1,100.0
Student_5763,9.41,73.11,Pass,1,100.0
Student_5764,1.75,43.84,Fail,0,31.5
Student_5765,8.75,48.17,Pass,1,100.0
Student_5766,7.37,50.86,Pass,1,94.01
Student_5767,2.53,77.92,Pass,1,69.52
Student_5768,0.67,76.95,Pass,1,48.15
Student_5769,2.68,73.05,Pass,1,66.12
Student_5770,9.12,55.03,Pass,1,100.0
Student_5771,6.33,62.27,Pass,1,82.85
Student_5772,7.21,45.8,Pass,1,83.47
Student_5773,2.57,53.59,Pass,1,56.21
Student_5774,7.19,93.86,Pass,1,100.0
Student_5775,0.28,98.78,Pass,1,68.76
Student_5776,3.75,78.86,Pass,1,81.14
Student_5777,6.27,95.01,Pass,1,100.0
Student_5778,1.46,78.56,Pass,1,50.77
Student_5779,8.23,41.99,Pass,1,89.61
Student_5780,2.35,99.81,Pass,1,73.36
Student_5781,6.52,45.94,Pass,1,78.81
Student_5782,4.05,80.96,Pass,1,77.51
Student_5783,5.96,55.17,Pass,1,78.89
Student_5784,1.07,63.52,Pass,1,51.98
Student_5785,0.17,78.76,Pass,1,50.99
Student_5786,9.1,66.19,Pass,1,100.0
Student_5787,2.7,55.03,Pass,1,46.61
Student_5788,8.2,60.07,Pass,1,100.0
Student_5789,9.99,60.49,Pass,1,100.0
Student_5790,2.11,97.56,Pass,1,82.95
Student_5791,2.65,87.92,Pass,1,66.21
Student_5792,6.63,67.51,Pass,1,91.79
Student_5793,9.65,51.99,Pass,1,100.0
Student_5794,9.16,88.66,Pass,1,100.0
Student_5795,5.03,49.43,Pass,1,65.35
Student_5796,7.95,52.63,Pass,1,87.43
Student_5797,1.36,61.96,Pass,1,43.31
Student_5798,9.77,92.82,Pass,1,100.0
Student_5799,9.64,47.91,Pass,1,100.0
Student_5800,1.64,47.33,Pass,1,46.0
Student_5801,2.99,69.64,Pass,1,59.4
Student_5802,1.0,56.58,Pass,1,43.24
Student_5803,2.72,74.12,Pass,1,70.46
Student_5804,8.16,67.1,Pass,1,100.0
Student_5805,3.78,66.1,Pass,1,61.85
Student_5806,0.88,46.72,Fail,0,37.0
Student_5807,3.42,48.46,Pass,1,56.16
Student_5808,9.81,89.26,Pass,1,100.0
Student_5809,6.3,93.15,Pass,1,100.0
Student_5810,4.16,54.08,Pass,1,66.16
Student_5811,1.67,46.81,Pass,1,44.0
Student_5812,9.86,43.21,Pass,1,100.0
Student_5813,8.21,76.5,Pass,1,100.0
Student_5814,2.81,82.92,Pass,1,79.79
Student_5815,0.7,62.37,Pass,1,44.81
Student_5816,0.57,80.78,Pass,1,52.53
Student_5817,1.2,82.78,Pass,1,60.01
Student_5818,5.81,96.12,Pass,1,98.04
Student_5819,9.29,43.89,Pass,1,100.0
Student_5820,4.97,51.54,Pass,1,60.72
Student_5821,8.43,44.11,Pass,1,89.59
Student_5822,4.46,92.08,Pass,1,91.48
Student_5823,7.09,87.56,Pass,1,100.0
Student_5824,7.32,74.48,Pass,1,100.0
Student_5825,1.74,45.02,Fail,0,39.75
Student_5826,3.61,56.4,Pass,1,63.5
Student_5827,6.37,57.86,Pass,1,90.6
Student_5828,0.71,73.64,Pass,1,43.22
Student_5829,3.62,55.48,Pass,1,64.27
Student_5830,5.35,44.38,Pass,1,65.29
Student_5831,9.96,83.85,Pass,1,100.0
Student_5832,4.75,57.94,Pass,1,70.47
Student_5833,8.16,67.14,Pass,1,100.0
Student_5834,4.32,47.66,Pass,1,65.91
Student_5835,7.96,88.15,Pass,1,100.0
Student_5836,5.95,73.93,Pass,1,93.7
Student_5837,8.87,94.1,Pass,1,100.0
Student_5838,4.11,69.73,Pass,1,83.99
Student_5839,6.04,96.49,Pass,1,98.59
Student_5840,6.3,93.51,Pass,1,100.0
Student_5841,4.17,74.59,Pass,1,76.66
Student_5842,1.44,96.03,Pass,1,71.99
Student_5843,0.94,59.39,Pass,1,41.53
Student_5844,0.17,61.94,Fail,0,35.01
Student_5845,8.74,42.73,Pass,1,97.98
Student_5846,2.36,75.35,Pass,1,69.3
Student_5847,2.12,83.32,Pass,1,69.32
Student_5848,7.36,86.41,Pass,1,100.0
Student_5849,3.2,48.99,Pass,1,73.05
Student_5850,5.06,66.65,Pass,1,86.46
Student_5851,1.63,50.61,Pass,1,48.07
Student_5852,9.6,79.73,Pass,1,100.0
Student_5853,8.52,49.48,Pass,1,94.72
Student_5854,8.64,94.25,Pass,1,100.0
Student_5855,4.07,53.84,Pass,1,70.27
Student_5856,7.62,57.48,Pass,1,90.49
Student_5857,1.44,91.05,Pass,1,60.81
Student_5858,0.09,67.51,Pass,1,43.92
Student_5859,0.2,41.44,Fail,0,28.06
Student_5860,5.87,69.68,Pass,1,84.92
Student_5861,4.55,45.07,Pass,1,57.99
Student_5862,5.18,99.12,Pass,1,100.0
Student_5863,0.07,75.29,Pass,1,47.52
Student_5864,4.23,55.39,Pass,1,60.26
Student_5865,7.18,73.82,Pass,1,95.26
Student_5866,4.43,44.61,Pass,1,60.4
Student_5867,7.32,87.99,Pass,1,100.0
Student_5868,2.33,95.52,Pass,1,78.93
Student_5869,8.13,92.47,Pass,1,100.0
Student_5870,5.88,60.51,Pass,1,75.89
Student_5871,2.11,59.55,Pass,1,53.73
Student_5872,2.37,42.11,Pass,1,51.36
Student_5873,6.28,79.08,Pass,1,100.0
Student_5874,8.3,72.09,Pass,1,100.0
Student_5875,4.16,67.56,Pass,1,85.56
Student_5876,2.58,94.46,Pass,1,80.36
Student_5877,8.67,50.07,Pass,1,100.0
Student_5878,6.69,40.58,Pass,1,78.09
Student_5879,4.48,44.4,Pass,1,58.58
Student_5880,4.88,53.4,Pass,1,66.7
Student_5881,2.04,42.0,Pass,1,42.43
Student_5882,6.27,70.17,Pass,1,91.2
Student_5883,3.59,58.85,Pass,1,55.19
Student_5884,9.96,50.83,Pass,1,100.0
Student_5885,4.8,85.01,Pass,1,87.81
Student_5886,4.86,52.27,Pass,1,73.88
Student_5887,5.66,81.26,Pass,1,93.96
Student_5888,9.17,60.96,Pass,1,100.0
Student_5889,8.01,70.71,Pass,1,100.0
Student_5890,4.51,96.03,Pass,1,93.81
Student_5891,7.19,42.24,Pass,1,89.46
Student_5892,5.86,70.02,Pass,1,89.67
Student_5893,4.92,91.27,Pass,1,86.59
Student_5894,1.92,75.28,Pass,1,54.27
Student_5895,4.64,56.61,Pass,1,74.03
Student_5896,2.46,63.86,Pass,1,56.87
Student_5897,9.15,80.82,Pass,1,100.0
Student_5898,3.35,93.45,Pass,1,79.81
Student_5899,9.52,42.46,Pass,1,100.0
Student_5900,5.33,44.29,Pass,1,67.71
Student_5901,6.32,59.5,Pass,1,85.33
Student_5902,5.43,53.97,Pass,1,71.57
Student_5903,1.29,55.9,Pass,1,48.47
Student_5904,3.76,53.28,Pass,1,60.94
Student_5905,0.99,51.75,Pass,1,42.01
Student_5906,6.23,47.84,Pass,1,72.58
Student_5907,4.47,96.04,Pass,1,100.0
Student_5908,7.78,48.65,Pass,1,97.82
Student_5909,2.2,52.26,Fail,0,39.41
Student_5910,1.65,54.78,Pass,1,42.06
Student_5911,4.06,95.98,Pass,1,92.46
Student_5912,9.27,85.34,Pass,1,100.0
Student_5913,7.1,87.38,Pass,1,100.0
Student_5914,4.19,46.29,Pass,1,63.43
Student_5915,5.17,90.18,Pass,1,94.54
Student_5916,0.84,64.49,Pass,1,48.11
Student_5917,9.85,55.77,Pass,1,100.0
Student_5918,6.66,74.55,Pass,1,86.79
Student_5919,2.85,89.33,Pass,1,81.31
Student_5920,5.86,86.72,Pass,1,100.0
Student_5921,1.09,93.4,Pass,1,77.28
Student_5922,9.66,95.69,Pass,1,100.0
Student_5923,1.75,54.29,Pass,1,50.33
Student_5924,6.48,65.43,Pass,1,81.25
Student_5925,2.45,40.88,Pass,1,52.91
Student_5926,7.18,92.76,Pass,1,100.0
Student_5927,7.77,49.27,Pass,1,86.96
Student_5928,6.73,91.69,Pass,1,100.0
Student_5929,6.14,59.76,Pass,1,82.21
Student_5930,8.92,62.09,Pass,1,100.0
Student_5931,0.79,42.35,Fail,0,32.76
Student_5932,3.31,59.61,Pass,1,70.97
Student_5933,2.48,93.3,Pass,1,84.89
Student_5934,9.88,41.53,Pass,1,100.0
Student_5935,3.89,64.38,Pass,1,75.04
Student_5936,7.33,41.88,Pass,1,85.54
Student_5937,6.85,62.26,Pass,1,85.09
Student_5938,2.12,50.36,Pass,1,43.69
Student_5939,2.39,55.13,Pass,1,63.88
Student_5940,2.81,92.66,Pass,1,79.87
Student_5941,4.11,66.16,Pass,1,77.57
Student_5942,2.34,56.43,Pass,1,51.52
Student_5943,0.2,75.36,Pass,1,44.12
Student_5944,8.79,48.53,Pass,1,99.57
Student_5945,9.66,55.56,Pass,1,100.0
Student_5946,3.42,72.77,Pass,1,63.56
Student_5947,3.39,54.25,Pass,1,54.65
Student_5948,0.07,80.75,Pass,1,52.55
Student_5949,6.8,69.49,Pass,1,94.19
Student_5950,8.25,86.32,Pass,1,100.0
Student_5951,1.47,96.89,Pass,1,71.07
Student_5952,1.6,46.95,Pass,1,42.54
Student_5953,7.9,60.08,Pass,1,100.0
Student_5954,6.16,59.17,Pass,1,79.29
Student_5955,0.45,49.07,Fail,0,35.89
Student_5956,6.23,88.62,Pass,1,100.0
Student_5957,3.09,85.59,Pass,1,81.0
Student_5958,3.69,69.07,Pass,1,63.9
Student_5959,7.7,72.27,Pass,1,100.0
Student_5960,8.11,43.57,Pass,1,99.6
Student_5961,4.0,73.33,Pass,1,75.5
Student_5962,9.47,87.48,Pass,1,100.0
Student_5963,4.06,74.43,Pass,1,81.04
Student_5964,7.72,55.92,Pass,1,90.18
Student_5965,4.84,80.05,Pass,1,95.92
Student_5966,8.98,61.69,Pass,1,100.0
Student_5967,9.08,72.69,Pass,1,100.0
Student_5968,0.87,69.25,Pass,1,40.2
Student_5969,9.36,62.87,Pass,1,100.0
Student_5970,8.26,83.13,Pass,1,100.0
Student_5971,7.91,93.03,Pass,1,100.0
Student_5972,2.01,40.31,Fail,0,38.71
Student_5973,8.05,96.02,Pass,1,100.0
Student_5974,8.5,70.69,Pass,1,100.0
Student_5975,2.89,82.04,Pass,1,69.82
Student_5976,9.52,91.34,Pass,1,100.0
Student_5977,0.5,68.03,Pass,1,51.27
Student_5978,1.5,90.1,Pass,1,72.7
Student_5979,5.38,50.66,Pass,1,72.46
Student_5980,5.76,49.55,Pass,1,73.85
Student_5981,6.45,79.45,Pass,1,90.19
Student_5982,0.17,92.21,Pass,1,60.17
Student_5983,9.6,93.55,Pass,1,100.0
Student_5984,0.45,78.62,Pass,1,47.59
Student_5985,1.43,71.53,Pass,1,53.77
Student_5986,0.14,59.88,Fail,0,39.22
Student_5987,5.67,98.8,Pass,1,100.0
Student_5988,9.32,59.18,Pass,1,100.0
Student_5989,6.66,84.65,Pass,1,100.0
Student_5990,8.23,71.92,Pass,1,100.0
Student_5991,0.13,76.51,Fail,0,39.82
Student_5992,5.42,63.61,Pass,1,74.29
Student_5993,4.6,97.89,Pass,1,91.49
Student_5994,4.99,74.3,Pass,1,89.56
Student_5995,0.72,96.27,Pass,1,61.85
Student_5996,6.84,40.46,Pass,1,76.35
Student_5997,5.03,74.36,Pass,1,82.12
Student_5998,7.65,83.03,Pass,1,100.0
Student_5999,4.85,84.7,Pass,1,98.13
Student_6000,1.49,94.3,Pass,1,67.74
Student_6001,6.48,40.26,Pass,1,72.06
Student_6002,1.72,40.02,Fail,0,37.9
Student_6003,8.72,68.34,Pass,1,100.0
Student_6004,6.13,41.76,Pass,1,71.58
Student_6005,1.57,98.47,Pass,1,65.74
Student_6006,9.62,53.32,Pass,1,100.0
Student_6007,5.18,68.36,Pass,1,83.1
Student_6008,0.73,43.67,Fail,0,35.48
Student_6009,6.27,71.32,Pass,1,97.99
Student_6010,2.53,62.8,Pass,1,52.69
Student_6011,8.04,42.68,Pass,1,85.17
Student_6012,8.18,60.11,Pass,1,99.89
Student_6013,9.79,63.49,Pass,1,100.0
Student_6014,5.02,99.4,Pass,1,93.5
Student_6015,4.55,52.47,Pass,1,64.85
Student_6016,7.53,72.69,Pass,1,100.0
Student_6017,1.32,99.24,Pass,1,74.81
Student_6018,5.47,87.52,Pass,1,98.91
Student_6019,5.46,99.6,Pass,1,100.0
Student_6020,0.89,98.1,Pass,1,72.67
Student_6021,4.18,69.37,Pass,1,73.53
Student_6022,8.53,81.78,Pass,1,100.0
Student_6023,8.56,46.63,Pass,1,90.55
Student_6024,0.99,66.47,Fail,0,38.61
Student_6025,0.91,88.54,Pass,1,58.11
Student_6026,2.63,70.32,Pass,1,61.31
Student_6027,8.75,82.16,Pass,1,100.0
Student_6028,1.29,84.75,Pass,1,61.25
Student_6029,7.2,55.21,Pass,1,88.27
Student_6030,1.01,92.54,Pass,1,63.02
Student_6031,6.23,67.59,Pass,1,85.2
Student_6032,3.56,52.61,Pass,1,65.17
Student_6033,7.89,91.92,Pass,1,100.0
Student_6034,2.34,65.07,Pass,1,52.06
Student_6035,6.39,85.02,Pass,1,100.0
Student_6036,2.36,72.88,Pass,1,65.48
Student_6037,7.14,62.91,Pass,1,86.25
Student_6038,8.74,88.59,Pass,1,100.0
Student_6039,1.27,75.07,Pass,1,51.49
Student_6040,8.67,63.43,Pass,1,100.0
Student_6041,5.94,46.58,Pass,1,76.4
Student_6042,1.27,93.73,Pass,1,69.33
Student_6043,4.28,42.13,Pass,1,61.75
Student_6044,1.61,91.79,Pass,1,67.7
Student_6045,7.0,61.6,Pass,1,90.84
Student_6046,7.59,78.36,Pass,1,100.0
Student_6047,1.06,95.33,Pass,1,65.09
Student_6048,5.06,49.1,Pass,1,78.97
Student_6049,8.15,74.02,Pass,1,100.0
Student_6050,9.36,85.87,Pass,1,100.0
Student_6051,5.14,85.46,Pass,1,90.01
Student_6052,9.5,71.54,Pass,1,100.0
Student_6053,5.36,77.48,Pass,1,95.87
Student_6054,3.94,85.45,Pass,1,89.85
Student_6055,8.48,90.46,Pass,1,100.0
Student_6056,4.93,85.71,Pass,1,86.2
Student_6057,4.72,61.24,Pass,1,69.2
Student_6058,4.9,99.8,Pass,1,100.0
Student_6059,8.47,66.07,Pass,1,100.0
Student_6060,8.32,41.47,Pass,1,94.14
Student_6061,4.04,61.76,Pass,1,61.41
Student_6062,3.33,47.67,Pass,1,51.61
Student_6063,4.92,47.29,Pass,1,64.61
Student_6064,5.73,56.89,Pass,1,75.86
Student_6065,2.38,43.2,Pass,1,43.02
Student_6066,7.94,81.31,Pass,1,100.0
Student_6067,4.86,44.44,Pass,1,68.95
Student_6068,3.34,52.2,Pass,1,63.5
Student_6069,1.07,45.57,Fail,0,38.52
Student_6070,2.39,43.79,Fail,0,35.62
Student_6071,9.49,56.07,Pass,1,100.0
Student_6072,3.05,74.31,Pass,1,68.2
Student_6073,1.69,97.88,Pass,1,72.98
Student_6074,4.61,92.53,Pass,1,96.71
Student_6075,3.07,92.56,Pass,1,80.31
Student_6076,0.35,50.56,Fail,0,33.39
Student_6077,3.23,55.89,Pass,1,60.56
Student_6078,5.44,44.58,Pass,1,68.99
Student_6079,5.52,86.71,Pass,1,96.62
Student_6080,3.57,44.19,Pass,1,60.7
Student_6081,4.47,73.4,Pass,1,79.38
Student_6082,9.66,54.87,Pass,1,100.0
Student_6083,3.77,54.61,Pass,1,62.76
Student_6084,2.58,99.44,Pass,1,86.79
Student_6085,2.43,85.41,Pass,1,65.15
Student_6086,4.58,90.22,Pass,1,99.65
Student_6087,7.6,74.32,Pass,1,99.51
Student_6088,2.06,92.26,Pass,1,68.56
Student_6089,7.09,78.73,Pass,1,100.0
Student_6090,0.21,96.77,Pass,1,64.89
Student_6091,4.19,56.88,Pass,1,60.63
Student_6092,7.76,75.72,Pass,1,100.0
Student_6093,3.39,81.41,Pass,1,77.36
Student_6094,5.64,63.58,Pass,1,94.99
Student_6095,2.05,92.78,Pass,1,78.3
Student_6096,7.42,98.79,Pass,1,100.0
Student_6097,0.52,69.63,Fail,0,33.84
Student_6098,8.53,63.44,Pass,1,100.0
Student_6099,1.98,68.32,Pass,1,58.64
Student_6100,8.74,91.16,Pass,1,100.0
Student_6101,3.53,78.73,Pass,1,71.22
Student_6102,7.23,42.69,Pass,1,84.25
Student_6103,3.19,72.53,Pass,1,64.33
Student_6104,9.06,41.04,Pass,1,100.0
Student_6105,1.27,86.71,Pass,1,69.77
Student_6106,1.79,59.7,Pass,1,53.43
Student_6107,4.93,68.32,Pass,1,80.88
Student_6108,0.82,87.92,Pass,1,56.01
Student_6109,1.96,42.79,Pass,1,41.25
Student_6110,9.44,49.51,Pass,1,100.0
Student_6111,9.76,63.88,Pass,1,100.0
Student_6112,3.76,53.8,Pass,1,63.38
Student_6113,9.23,60.27,Pass,1,100.0
Student_6114,5.45,99.89,Pass,1,100.0
Student_6115,2.7,89.52,Pass,1,77.29
Student_6116,7.02,93.03,Pass,1,100.0
Student_6117,6.59,96.22,Pass,1,100.0
Student_6118,9.89,60.46,Pass,1,100.0
Student_6119,2.65,57.82,Pass,1,56.7
Student_6120,6.72,54.04,Pass,1,84.91
Student_6121,0.52,89.81,Pass,1,55.31
Student_6122,1.14,80.77,Pass,1,54.25
Student_6123,0.04,54.17,Fail,0,24.8
Student_6124,9.99,62.62,Pass,1,100.0
Student_6125,8.02,70.4,Pass,1,100.0
Student_6126,7.87,71.69,Pass,1,100.0
Student_6127,5.1,93.32,Pass,1,100.0
Student_6128,3.0,62.83,Pass,1,60.91
Student_6129,1.51,94.51,Pass,1,69.99
Student_6130,2.85,66.48,Pass,1,64.05
Student_6131,3.76,84.78,Pass,1,88.89
Student_6132,7.56,95.82,Pass,1,100.0
Student_6133,5.4,94.45,Pass,1,98.76
Student_6134,0.77,43.42,Fail,0,31.68
Student_6135,0.18,52.34,Fail,0,38.53
Student_6136,1.02,68.61,Pass,1,56.05
Student_6137,4.1,65.89,Pass,1,74.71
Student_6138,9.33,78.45,Pass,1,100.0
Student_6139,6.37,96.68,Pass,1,100.0
Student_6140,8.02,46.74,Pass,1,91.34
Student_6141,4.66,67.11,Pass,1,83.44
Student_6142,3.62,51.54,Pass,1,62.32
Student_6143,1.08,93.65,Pass,1,61.15
Student_6144,8.76,97.87,Pass,1,100.0
Student_6145,7.83,68.72,Pass,1,100.0
Student_6146,1.68,46.24,Fail,0,39.53
Student_6147,5.12,87.12,Pass,1,97.7
Student_6148,4.87,81.83,Pass,1,87.61
Student_6149,6.25,61.28,Pass,1,88.71
Student_6150,9.46,93.24,Pass,1,100.0
Student_6151,5.8,98.55,Pass,1,100.0
Student_6152,5.4,73.47,Pass,1,89.21
Student_6153,0.5,73.94,Pass,1,55.11
Student_6154,0.63,57.85,Fail,0,34.97
Student_6155,1.87,75.07,Pass,1,62.25
Student_6156,0.32,66.38,Fail,0,38.24
Student_6157,7.43,58.13,Pass,1,99.42
Student_6158,7.23,44.03,Pass,1,89.32
Student_6159,1.36,55.16,Pass,1,42.2
Student_6160,8.36,51.87,Pass,1,100.0
Student_6161,1.55,72.52,Pass,1,61.45
Student_6162,3.01,76.1,Pass,1,73.27
Student_6163,2.49,76.51,Pass,1,69.08
Student_6164,3.72,63.29,Pass,1,72.65
Student_6165,2.55,65.27,Pass,1,54.58
Student_6166,4.89,90.05,Pass,1,94.12
Student_6167,4.07,68.57,Pass,1,75.62
Student_6168,9.87,99.27,Pass,1,100.0
Student_6169,0.56,66.38,Pass,1,46.63
Student_6170,1.42,78.97,Pass,1,64.9
Student_6171,0.53,43.02,Fail,0,27.94
Student_6172,6.26,79.2,Pass,1,97.33
Student_6173,0.55,91.09,Pass,1,54.95
Student_6174,8.36,96.55,Pass,1,100.0
Student_6175,5.12,99.84,Pass,1,100.0
Student_6176,5.27,56.93,Pass,1,76.19
Student_6177,5.62,74.52,Pass,1,89.91
Student_6178,1.71,67.04,Pass,1,48.97
Student_6179,1.98,73.83,Pass,1,59.21
Student_6180,3.19,49.45,Pass,1,60.67
Student_6181,5.93,91.37,Pass,1,100.0
Student_6182,2.1,94.57,Pass,1,73.69
Student_6183,1.16,66.98,Pass,1,50.51
Student_6184,9.7,56.83,Pass,1,100.0
Student_6185,0.22,48.45,Fail,0,33.95
Student_6186,8.03,81.03,Pass,1,100.0
Student_6187,7.88,58.73,Pass,1,93.58
Student_6188,2.97,94.57,Pass,1,75.26
Student_6189,1.36,80.26,Pass,1,58.16
Student_6190,1.46,78.74,Pass,1,57.16
Student_6191,6.97,73.56,Pass,1,99.89
Student_6192,6.43,42.75,Pass,1,72.56
Student_6193,7.83,95.92,Pass,1,100.0
Student_6194,9.37,77.68,Pass,1,100.0
Student_6195,6.92,99.64,Pass,1,100.0
Student_6196,1.56,72.24,Pass,1,53.43
Student_6197,2.43,82.61,Pass,1,66.11
Student_6198,8.42,43.37,Pass,1,91.83
Student_6199,2.09,77.9,Pass,1,56.46
Student_6200,0.73,85.88,Pass,1,52.57
Student_6201,7.03,86.71,Pass,1,100.0
Student_6202,4.03,86.21,Pass,1,85.48
Student_6203,9.2,53.58,Pass,1,100.0
Student_6204,6.5,98.52,Pass,1,100.0
Student_6205,0.9,99.71,Pass,1,65.22
Student_6206,9.48,44.54,Pass,1,100.0
Student_6207,2.59,96.19,Pass,1,76.84
Student_6208,3.37,57.37,Pass,1,58.08
Student_6209,4.02,81.36,Pass,1,82.33
Student_6210,0.51,60.29,Pass,1,40.4
Student_6211,4.97,98.07,Pass,1,96.05
Student_6212,1.23,46.09,Pass,1,43.75
Student_6213,4.01,69.86,Pass,1,83.48
Student_6214,3.51,65.68,Pass,1,73.32
Student_6215,7.73,59.56,Pass,1,100.0
Student_6216,8.03,78.73,Pass,1,100.0
Student_6217,1.53,47.86,Pass,1,50.24
Student_6218,3.67,83.0,Pass,1,82.96
Student_6219,3.73,98.84,Pass,1,86.22
Student_6220,1.51,88.27,Pass,1,67.0
Student_6221,7.98,91.6,Pass,1,100.0
Student_6222,7.07,61.58,Pass,1,88.53
Student_6223,1.9,59.49,Pass,1,49.47
Student_6224,3.67,71.02,Pass,1,77.47
Student_6225,1.06,42.74,Fail,0,25.01
Student_6226,6.28,96.72,Pass,1,100.0
Student_6227,1.21,48.63,Fail,0,37.98
Student_6228,9.86,94.18,Pass,1,100.0
Student_6229,7.81,45.01,Pass,1,82.7
Student_6230,3.9,89.36,Pass,1,84.18
Student_6231,5.79,49.12,Pass,1,81.56
Student_6232,9.11,42.29,Pass,1,98.6
Student_6233,5.54,83.17,Pass,1,98.92
Student_6234,1.74,56.82,Pass,1,45.05
Student_6235,3.79,82.87,Pass,1,75.99
Student_6236,8.43,73.31,Pass,1,100.0
Student_6237,6.44,46.53,Pass,1,81.28
Student_6238,6.51,95.93,Pass,1,100.0
